name,address,cuisine,opening_hours,latitude,longitude
Matsuri,Rue du Bac 75007,japanese,"Mo-Su 12:00-15:00,19:00-23:00",48.8554299,2.3249135
Pratolina,Boulevard de Bonne Nouvelle 75002,italian,"Mo-Th 12:00-14:30, 19:00-22:30; Fr-Sa 12:00-23:00; Su 12:00-22:30",48.8699377,2.3505554
L'Esprit de Famille,Boulevard Morland,french,"08:00-15:30,18:00-21:00",48.848858,2.3647633
La Lasagneria,Rue du Faubourg Saint-Martin 75010,italian,"Mo-Sa 12:00-14:30, 19:00-23:00",48.8724529,2.3574254
Fratellini Caffè,Passage Susan Sontag 75019,italian,"Mo-Th,Su 11:00-23:00; Fr-Sa 11:00-23:30",48.8982347,2.375087
Ismaïl,Avenue Trudaine 75009,lebanese;indian;fusion,"Tu-Su 11:30-15:00,18:30-23:00",48.8816634,2.3459741
Breizh Café - Montorgueil,Rue des Petits Carreaux 75002,crepe,12:00-22:30; Fr-Sa 12:00-23:00,48.866804,2.347365
Coin-Op Table,Rue de Maubeuge 75009,burger;coffee_shop;french,"We-Sa 12:00-23:00, Tu 12:00-15:00, Su 12:00-17:00",48.8777223,2.3434569
Il Giramondo,Rue de Grenelle,italian,Tu-Sa 09:00-22:30,48.8571775,2.304707
Chez Toinette,Rue Germain Pilon 75018,french,Mo-Sa 19:00-22:30,48.8841446,2.3369224
Armelle et Henri,Rue Audran 75018,caribbean,Mo-Sa 19:00-23:00,48.8850748,2.3357857
L'Échappée,Rue Boyer 75020,thai,"Mo-Su 12:00-14:30, 19:00-22:30",48.8690053,2.3921336
Massawa,Rue du Château Landon 75010,ethiopian,Tu-Su 12:00-23:00,48.8814414,2.362991
Le Baromètre,Rue Lechapelais 75017,african,Mo-Su 18:00-01:30,48.8858681,2.3254837
Fakra,Rue du Faubourg Saint-Antoine 75011,lebanese,"""7/7 + PH""",48.8488944,2.3936068
Popolare,Rue Réaumur 75002,pizza,"Mo-Fr 11:45-14:15, 18:30-22:30; Sa 12:00-15:15, 18:30-22:45; Su 12:00-15:15, 18:30-22:30",48.8680921,2.3433017
Les Passagers de Beyrouth,Passage de la Bonne Graine 75011,lebanese,"Tu-Th 12:00-14:00,19:00-22:00; Fr-Sa 12:00-14:00,19:00-22:30",48.8522629,2.3772258
Do et Riz,Rue de Cotte 75012,vietnamese,Mo-Sa 12:00-14:30; 19:00-22:30,48.850365,2.3782194
Le Bar à sushi Izumi,Boulevard des Batignolles 75008,sushi;japanese,"Tu-Sa 12:00-14:00,19:30-22:00",48.8814468,2.3183175
Le Dumas,Avenue de Villiers 75017,french,Mo-Fr 07:00-24:00; Sa-Su 09:00-24:00,48.8824363,2.3120582
Au Loup,Rue Bergère 75009,italian;french;wine,Tu-Sa 18:00-01:00,48.8724048,2.3446128
Le Café de Raphaëlle,Rue de la Terrasse 75017,breakfast;coffee_shop;french,Mo-Su 08:00-23:30,48.8824064,2.3141431
Ikken,Rue de la Chaise,japanese,"Mo-Sa 11:30-14:30,18:30-22:15",48.8530621,2.3270216
Mama No Bento,Rue Poissonnière 75002,japanese,"Mo-Fr 11:30-20:00, Sa 11:30-15:00; PH off",48.8698474,2.3479331
Le Papacionu,Rue Cadet 75009,pizza,"Mo-Sa 12:00-14:30,19:00-23:30",48.8747685,2.3427513
Domaine d’Olléac,Rue Rousselet,regional;french,"Mo-Su 12:00-15:00,19:30-23:00",48.848636,2.3184524
Kunitoraya - Restaurant,Rue Villedo 75001,japanese,Mo-Sa 19:30-20:00,48.8661805,2.3362674
Biglove,Rue Debelleyme 75003,italian,Mo-Su 08:00-23:00,48.8620277,2.3635857
Cucina Mutualité,Rue Saint-Victor,italian,"12:00-14:00,19:00-22:00",48.8485823,2.3507881
Valentino,Rue du Bouloi 75001,italian,"Mo 12:00-14:30; Tu-Sa 12:00-14:30, 19:00-22:30",48.8639729,2.3416989
Higuma,Boulevard des Italiens 75002,japanese,Mo-Su 11:30-22:00,48.8709807,2.3353503
Gallika,Rue de Châteaudun 75009,greek,Mo-Fr 11:30-14:30,48.8760016,2.336314
Le Basilic,Rue Casimir Périer 75007,french,"Mo-Su 12:00-14:30, 19:00-23:00",48.8576603,2.3189404
Au 35,Rue Jacob 75006,french,"Mo-Su 12:00-14:45,18:30-23:00",48.8557026,2.3331488
Gros Bao,Quai de Jemmapes 75010,chinese,"Mo-Fr 12:00-15:00,19:00-23:00; Sa-Su 12:00-23:00",48.8714907,2.3657042
Les Parisiens,Rue du Pré aux Clercs 75007,french,Tu-Sa 12:00-23:00,48.8567007,2.3304091
Les Climats,Rue de Lille 75007,french,"Tu-Sa 12:15-14:30, 19:00-22:00",48.85884,2.3282817
Le Phenix,Rue de Campo Formio 75013,chinese,"18:30-22:30, Mo-Sa 11:00-14:30",48.8351662,2.3589158
Soju Bar,Rue Mazarine,korean,"Mo-Sa 12:00-15:00, 18:45-21:00",48.8544243,2.3380036
Robert,Rue de la Fontaine au Roi,french,"Mo,Su off; Tu-Sa 19:00-22:30",48.8681454,2.3717299
Oishi,Avenue Parmentier,japanese,"Mo-Sa 11:30-15:00,18:30-23:00; Su 18:30-23:00",48.8678565,2.3728477
Les Fondus de la Raclette,Avenue Parmentier 75011,regional;french,"Mo-Th,Su 12:00-14:30,18:30-22:30; Fr-Sa 12:00-14:30,18:30-23:00",48.8674268,2.3727183
L'Affineur' Affiné,Rue Notre-Dame-de-Lorette 75009,french,"We-Sa 12:00-14:00, 17:30-20:30; Su 11:30-14:00, 17:00-18:30",48.8798456,2.3355518
Restaurant David Toutain,Rue Surcouf 75007,fine_dining,"Tu-Fr 12:00-14:30, 20:00-22:00; Mo 12:30-14:30, 20:00-22:00",48.8602539,2.3097147
Panda's Bao Bao,Rue Notre-Dame-de-Nazareth 75003,chinese,"Mo,Tu,Th,Fr 12:00-15:00, 18:30-22:00; Sa 12:00-22:00; Su 18:30-21:30",48.8671796,2.3607671
Les Apôtres de Pigalle,Rue Germain Pilon 75018,tapas,Tu-Sa 18:30-23:00,48.8830784,2.3363837
Séoul,Rue Didot 75014,korean,"12:00-15:00,18:30-23:00",48.8294677,2.3175446
Le Grand Bol 海碗居,Rue de la Présentation 75011,chinese,"Mo-Sa 12:00-15:00,18:30-23:00; Su 12:00-23:00",48.870912,2.3768754
Le Chateaubriand,Avenue Parmentier,french,Tu-Fr 12:00-14:00; Tu-Sa 20:00-23:30,48.8693116,2.3713458
Tokko,Avenue Parmentier,japanese,"Mo-Sa 12:00-14:50, 19:00-22:50; Su 19:00-22:45",48.8696269,2.3711043
Marwa,Rue de Dantzig,lebanese,11:00-23:00,48.8305474,2.2962801
Tripletta,Impasse de la Gaîté 75014,pizza,11:30-22:45; Mo-Fr 14:45-18:30 closed,48.8405422,2.3247303
L'Artisan Libanais,Rue de Belleville 75019,lebanese,Mo-Sa 12:00-23:00; Su 12:00-22:00,48.873779,2.3846324
Gourmandise Duhesme,Rue Duhesme 75018,chinese;japanese,Mo-Su 11:00-23:00,48.8933306,2.3424736
Mais Oui Madame,Boulevard de Ménilmontant 75020,french;tapas,Mo-Su 09:00-23:00,48.8651484,2.3853445
Brasileirinho,Rue Legendre 75017,brazilian,"Tu-Su 12:00-14:00,19:00-22:30",48.8898595,2.3235498
Mersea,Rue du Faubourg Montmartre 75009,seafood,Mo-Su 11:30-23:00,48.872018,2.3433068
Le Safari,Rue du Ruisseau 75018,indian,"Mo-Su 12:00-14:30, 19:00-23:30",48.8933746,2.3404054
Itinéraires,Rue de Pontoise 75005,french,"Tu-Su 12:00-14:30,20:00-22:30; Sa 20:00-23:30",48.8501382,2.352287
Delfino,Rue de Campo Formio 75013,italian,"Mo-Sa 12:00-14:30, 19:00-22:30",48.8337973,2.3606979
Lémoni Café - Trinité,Rue de Clichy 75009,fusion,Mo-Fr 12:00-15:00,48.8768513,2.3307033
La Parade,Rue des Goncourt 75011,french;tapas,Mo-Sa 18:00-02:00,48.8690416,2.3726898
Djawa,Quai de Valmy 75010,asian,"Mo-Fr 12:00-14:30,19:00-22:30; Sa-Su 12:00-22:30",48.8801835,2.3670317
Giraudet Boutique,Rue Mabillon 75006,french,"Mo 14:00-19:00,Tu-Sa 10:00-19:30",48.8517461,2.335191
La Grande Cremerie,Rue Grégoire de Tours 75006,french,"Tu-Sa 12:00-14:00,Tu-Sa 19:30-23:00",48.853416,2.3378524
Casa Bini,Rue Grégoire de Tours 75006,italian,"Mo-Su 12:30-14:30,Mo-Su 19:30-23:00",48.8522521,2.3374871
Le Cherche Midi,Rue du Cherche-Midi 75006,italian,"Mo-Su 12:00-15:00,Mo-Su 19:30-23:15",48.8506782,2.3280065
Marsan,Rue d'Assas 75006,french,"Tu-Su 12:30-14:30,Tu-Su 19:30-22:30",48.8500436,2.3278425
Shin Jung,Rue Clapeyron 75008,korean,"Mo-Sa 12:00-14:30, 19:00-22:30; Su 19:00-22:30",48.8813248,2.3241036
Flam's,Boulevard Montmartre 75002,alsatian;flammkuchen,"Mo 11:45-15:00; Tu-Fr 11:45-15:00,18:30-23:00; Sa 11:45-24:00; Su 12:00-21:30",48.8715019,2.3418819
L'Ecailler du Bistrot,Rue Paul Bert 75011,fish,"Tu-Sa 12:00-14:30,19:30-23:00",48.852433,2.38499
Meilleur Coco Thaï,Boulevard Voltaire 75011,thai,"Mo-Sa 12:00-15:00, 19:00-22:00",48.8567977,2.3814249
La Brasserie Thai,Rue Poulbot 75018,thai,Mo-Su 11:00-22:30,48.8867955,2.3398018
Chez Hugo,Rue Monge 75005,gastromique;asian;french,"Mo-Sa 12:30-14:00,19:00-23:00",48.8451303,2.3520029
Planet Sushi Paris Monge,Rue Monge 75005,sushi;asian;japanese,"Mo-Fr 11:30-14:30,18:30-22:00; Sa,Su 11:30-22:00",48.8397745,2.3514915
Au Fil des Saisons,Rue des Fontaines du Temple 75003,french,Mo-Fr 11:30-15:30; Tu-Sa 18:30-00:30,48.865616,2.359547
Maythai,Avenue de la République 75011,thai,"Tu-Th 12:00-14:45,19:00-22:45; Fr 12:00-14:45,19:00-23:00; Sa,Su 12:00-15:00,19:00-22:45",48.8657148,2.3712517
Le Relais Gascon,Rue des Abbesses 75018,french;mediterranean,Mo-Su 10:30-02:00,48.884004,2.3391711
Au Poulet Braisé,Rue Étienne Dolet 75020,chicken,Su-Th 11:30-23:00; Fr-Sa 11:30-00:00,48.8674993,2.3834888
Café Loyal,Rue d'Amsterdam 75009,local,Mo-Fr 08:00-16:00,48.880701,2.3271675
Poivron Rouge,Boulevard de Charonne 75020,sandwich;burger,"Mo-Fr 12:00-15:00, 18:00-23:30; Sa-Su 12:00-23:30",48.8532278,2.3973316
Côme Montorgueil,Rue Bachaumont 75002,bowl;pita,Mo-Fr 9:00-15:15,48.8660168,2.3464638
Bibimbap,Boulevard de l'Hôpital,korean,"Mo-Su 12:00-14:30,19:30-22:30",48.8408119,2.3620898
Melt Batignoles,Rue Legendre 75018,barbecue,"Tu-Su 12:00-15:00,19:30-22:30, Fr,Sa 12:00-15:00,19:30-23:00",48.887766,2.3202257
Nous Châteaudun,Rue de Châteaudun 75009,world;healthy,"Mo-Fr 12:00-14:30,19:00-22:30; Sa,Su 12:00-15:00,19:00-22:30",48.8759011,2.3414237
Le Beyritus,Avenue de Versailles,lebanese,Mo-Sa 11:30-22:30,48.8411052,2.2660664
SAaM,Rue de Lancry 75010,korean,"Tu-Sa 12:00-14:30,19:00-22:30",48.872192,2.3627227
La Cantine Russe,Avenue de New York 75116,russian,"Mo-Sa 12:00-15:00,19:00-24:00",48.8633584,2.2959364
Racina,Rue Descartes 75005,italian,"Mo-Sa 11:30-15:30, 18:30-23:30",48.8453138,2.3491879
Radio Eat,Avenue du Président Kennedy 75016,french;regional;seafood,Mo-Su 11:00-23:00,48.8521889,2.2792206
Pong Crabe,Rue Hallé 75014,thai,"Mo-Fr 12:00-14:30,19:00-22:30, Sa-Su 19:00-22:30",48.828704,2.3310971
Papy Aux Fourneaux,Rue de l'Ouest 75014,french,"Mo-Su 12:00-14:00,19:30-22:00",48.8355396,2.3180191
We Cantine,Rue des Déchargeurs 75001,vietnam,"Mo-Fr 12:00-15:00,19:00-23:00; Sa 12:00-23:00",48.8598426,2.3460581
Kathmandu,Rue des Boulangers 75005,nepalese,"Mo-Fr 12:00-14:30, Mo-Sa 19:30-23:00",48.8459093,2.3532236
Titi Graille,Rue des Martyrs 75018,french,Mo-Su 12:00-23:00,48.8843716,2.3398406
Aux 3 Présidents,Rue du Général Alain de Boissieu 75015,french,Tu-Fr 08:30-02:00,48.8362455,2.2734109
Bowl y roll,Rue Réaumur 75002,asian,Mo-Sa 11:00-21:30; Su off,48.8673908,2.3466675
Goiko,Rue de Richelieu 75002,burger,"Mo-We 12:00-15:00, 18:30-22:45; Th 12:00-15:00, 18:30-23:00; Fr 11:30-15:00, 18:30-23:00; Sa 11:30-15:30, 18:30-23:00; Su 12:00-15:30, 18:30-22:45",48.8713628,2.3398886
Bobby,Rue Lambert 75018,italian,"Tu-Th 12:00-14:30,19:30-22:30; Fr 12:00-14:30,19:30-23:00; Sa 12:00-15:00,19:30-23:00; 12:00-15:00,19:30-22:30",48.8891896,2.3447248
Joayo,Rue du Faubourg Saint-Antoine 75011,barbecue;korean,"Mo-Su 12:00-15:00, 19:00-23:00",48.8501704,2.3849975
Le Diez,Rue de Bagnolet 75020,african,"Mo-Th 12:00-14:30, 20:00-23:30; Fr-Su 20:00-23:30",48.859703,2.4034225
Koko,Quai de la Loire 75019,japanese,Tu-Su 12:00-23:00,48.8838277,2.3719513
Restaurant 17,Boulevard Bessières 75017,pizza,Mo-Su 08:00-20:00,48.8961254,2.3188907
Italian's Caffe,Quai de la Rapée 75012,italian_pizza,Mo-Fr 12:00-14:00,48.841123,2.373995
Ito Sushi,Rue Adolphe Mille 75019,japanese,Mo-Sa 11:30-14:30; Mo-Su 18:15-22:45,48.8881741,2.3891755
La Barra Latina,Rue Servan 75011,colombian,"Mo-Fr 12:00-14:45,18:00-23:00; Sa 18:00-02:00",48.8619782,2.3824919
Touytouyt,Rue du Faubourg Saint-Martin 75010,cambodian,"Mo-Th 12:00-14:00; Fr 12:00-14:00,19:00-22:00; Sa 19:00-22:00",48.8820425,2.3665542
Perico's Mexican Restaurant,Lexington Road 40361,mexican,Mo-Sa 11:00-22:00; Su 12:00-23:00,38.1862012,-84.2876214
Blitz,Rue Rochebrune 75011,mediterranean,"Tu-We 12:00-14:30,19:00-22:30; Th-Sa 12:00-14:30,19:00-23:00; Su 12:00-16:00",48.8608257,2.3789798
Bella Luna,Rue de Maubeuge,italian,"Mo-Sa 12:00-14:30,19:00-23:00",48.8788967,2.346517
Solemar,Rue Poussin 75016,lebanese;oriental,"Mo-Sa 12:00-14:30,19:00-22:30",48.8485295,2.2609919
Pitaya,Rue de la Harpe 75005,thai,Mo-Fr 11:30-22:00; Sa-Su 11:30-23:00,48.8528926,2.344681
L’Oraziano,Boulevard de l'Hôpital 75013,italian;italian_pizza;pizza,"Mo-Sa 12:00-15:00, 18:30-23:00",48.8354958,2.3587966
Nana,Rue Notre-Dame-de-Lorette 75009,french;seafood;fish,"Tu-Fr 12:00-14:00,19:30-22:30; Sa 19:30-22:30; Mo 19:30-22:30",48.8796732,2.3358601
La Cantine Chinoise WENZHOU,Rue de Belleville,chinese,11:30-22:00 (Thuesday off),48.8724903,2.3788507
Le Feu de Mars,Rue Vandrezanne 75013,japonais,"Mo-Sa 12:00-15:00,19:00-23:00; Su 19:00-23:00",48.8276512,2.3531966
Bouche,Rue Jean-Pierre Timbaud 75011,french,"We-Fr 18:30-00:30; Sa 12:00-16:00,18:30-00:30; Su 12:00-16:00",48.8681307,2.3784166
CIP20,Rue de Tourtille 75020,international,We-Fr 12:00-15:00,48.8721045,2.3804329
Compose,Rue Brémontier 75017,salad;pizza,Mo-Sa 11:00-16:30,48.8847143,2.3041471
Salatim,Rue des Jeûneurs,israeli,"Mo 08:00-16:00, Tu-Th 09:00-22:00, Su 11:00-16:00",48.8690877,2.3460645
Breathe,Rue Henry Monnier 75009,fine_dining,"Tu-Su 12:00-14:30, 18:30-22:30",48.879878,2.3373738
PNY Oberkampf,Rue Oberkampf 75011,burger,"Mo-Fr 12:00-15:00,18:00-22:00; Sa-Su 12:00-22:00",48.8656521,2.3777638
Le Petit Cluny,Rue de la Harpe,french,Mo-Su 09:00-02:00,48.8515967,2.3436424
à Smorfia,Rue Saint-Maur,pizza,Tu-Su 12:00-14:30; 19:00-22:00,48.8694595,2.3741073
L'Alicheur,Rue Saint-Maur 75011,cambodian,"Mo-Fr 12:15-15:30,19:15-23:30",48.8654943,2.3775845
Yaai Thaï,Boulevard de Bonne Nouvelle 75002,thai,"Mo-Th 12:00-14:30,19:00-23:00; Fr 12:00-14:30,19:00-23:30; Sa 12:00-23:30",48.8703762,2.3485884
Hotaru,Rue Rodier 75009,japanese,"Tu-Sa 12:30-14:30,19:00-22:00",48.8782074,2.3427222
Shinjuku Sushi,Rue Lacharrière 75011,japanese,"Mo-Sa 11:30-14:30,18:30-22:30; Su 18:30-22:30",48.8617488,2.3777791
Au Nouveau Nez,Rue Saint-Maur 75011,mediterranean;italian;french,Tu-Sa 12:00-24:00,48.8661975,2.3770012
Mian Fan,Rue de Mogador 75009,asian;fusion,Mo-Sa 12:00-23:00; Su 12:00-22:00,48.87478,2.3314887
IL Brigante,Rue du Ruisseau 75018,pizza,"Mo-Sa 12:00-14:30,19:30-23:30; Su 19:30-23:30",48.8921794,2.3400395
Bar à Iode - Charonne,Rue Jean Macé 75011,seafood,"Tu-Sa 12:00-15:00, Tu-Sa 19:00-23:00",48.8533837,2.3830737
Co,Rue Esclangon 75018,fine_dining;regional,"Tu-We 14:00-24:00, Th-Sa 14:00-02:00",48.8966278,2.3429355
Les Pirates de Montmartre - La Cuisine,Rue du Poteau 75018,fish,"Tu-We 10:00-15:00, Tu-We 18:00-21:00, Th 10:00-15:00, Th 18:00-21:00, Fr 10:00-17:00, Fr 18:00-21:00, Sa 10:00-21:30, Su 10:00-13:30",48.8933911,2.3424474
Ma Chère et Tendre,Boulevard Gouvion-Saint-Cyr 75017,steak_house,"Mo-Fr 12:00-14:00, 19:00-22:30",48.879217,2.2849655
Com Viet,Rue Vergniaud 75013,vietnamese,"Mo-Sa 12:00-15:00,19:00-22:00",48.8284395,2.3455569
Le Agra,Rue Lekain 75016,indian;pakistani,"Mo-Su 12:00-14:00,18:30-23:00",48.8565114,2.278402
Chez Léon,Rue de l'Isly 75008,french,Tu-Fr 06:00-23:00; Sa 08:00-19:00,48.8747294,2.3258521
Sellae,Rue des Wallons 75013,french,"Tu-Sa 12:15-15:00, 19:15-23:30",48.8387321,2.3596622
Bon Ga,Rue Montgallet,korean;barbecue,"Tu-Su 02:00-04:30,09:00-22:30",48.8428985,2.3866518
Topoly,Rue Saint-André des Arts 75006,lebanese,Mo-Su 11:30-00:00,48.853257,2.342534
Chiche,Rue du Château d'Eau,oriental,Mo-Tu 12:00-14:30; We-Fr 12:00-22:00; Sa 10:00-22:00; Su 10:00-16:00,48.8707939,2.3588107
Ai Hsu,Rue Saint-Sébastien 75011,japanese;asian;taiwan,"Mo-Sa 12:00-15:30, 19:00-22:00",48.8609731,2.3688535
Trois B,Avenue Jean Jaurès,french,"Mo-Fr 12:00-14:00,19:00-22:00,Sa 12:30-14:30,19:30-22:30",48.8836813,2.3745431
L'Impasto,Rue Traversière 75012,pizza,"Mo-Su 12:00-15:00, 19:00-22:30",48.8490162,2.3745017
Café Templier,Rue de l'Armorique 75015,french,"Mo-Fr 09:00-16:30,18:00-22:00",48.838852,2.3147748
Koï,Rue Chevert 75007,japanese,"Mo-Sa 11:30-14:45,18:00-22:45; Su 18:00-22:45",48.8545591,2.3075491
Jah Jah by Le Tricycle,Rue des Petites-Écuries,burger,Mo 12:00-18:00; We-Sa 12:00-22:30; Su 12:00-17:00,48.8731478,2.3531601
Les Inséparables,Rue Francœur 75018,french,"Mo-Th 19:30-22:30; Fr 19:30-23:30; Sa 11:00-15:00,19:30-23:00; Su 11:00-15:30",48.8902717,2.3421566
Soukhothai,Rue Custine 75018,thai,"Th-Tu 12:00-14:30,19:00-23:00",48.8891754,2.3456037
La Cuisine de Chez Moi,Rue Richer 75009,asian,Mo-Sa 19:00-22:30,48.8740948,2.3466612
Ibrik Kitchen,Rue de Mulhouse,balkan,Mo-Sa 12:15-10:30,48.8687422,2.3467411
Levantine,Rue Bichat,middle_eastern,"12:00-15:00,18:30-22:30",48.8715656,2.3681377
New Hawaïenne,Rue Louis Bonnet 75011,korean,"Mo-Su 12:00-15:00, Tu-Su 18:00-22:30",48.8710308,2.3765493
Le Paradis du Fruit,Boulevard des Batignolles,french;international,Mo-Su 12:00-01:00,48.8835412,2.3264423
Chez Véro,Rue Ramponeau 75020,italian;french,"""mardi au vendredi midi et soir""",48.8714646,2.3804748
Ravioli Chinois Nord-Est,Rue Civiale,chinese,"PH,Th-Tu 11:00-23:00",48.8726635,2.375241
Café Foufou,Rue Oberkampf,french;brunch,Mo-Su 08:00-18:00,48.8630614,2.3686085
Mignon café,Rue Caulaincourt 75018,french;brunch,Mo-Fr 08:30-18:00; Sa-Su 09:30-18:00,48.8896161,2.336153
Baba Zulu,Rue Beaurepaire 75010,waffle,"Mo-Sa 12:00-14:30, 19:00-22:30",48.8711142,2.3639913
Trois Fois Plus de Piment,Rue Mouton Duvernet 75014,asian;chinese,"Th-Tu 12:00-14:30, 18:30-22:30",48.8318932,2.3275894
Akita 16,Rue de l'Assomption 75016,asian,Mo-Sa 11:00-22:30,48.8529671,2.2756181
Pizza Hut,Rue Jean Nicot 75007,pizza,"Mo-Fr 11:30-14:30, 18:00-23:00; Sa-Su 11:30-23:00",48.8600499,2.3075284
Eataly Paris Marais,Rue Sainte-Croix de la Bretonnerie 75004,italian,Mo-Su 10:00-23:00,48.8584124,2.3543579
Chez Papa,Boulevard Voltaire 75011,french,Mo-Su 06:30-00:00,48.8573597,2.3805386
Akitaya,Rue Francœur 75018,japanese,"Mo-Sa 12:00-15:00, 18:45-23:00; Su 18:45-23:00",48.8902195,2.3423201
La Halte,Rue Custine 75018,french,Mo-Su 07:00-02:00,48.8892801,2.3443979
Il Padrino,Rue Custine 75018,italian,Su-Th 19:00-23:30; Fr-Sa 19:00-24:00,48.8894061,2.3439862
Mariba,Rue Legendre 75017,vietnamese,"Tu-Sa 12:00-14:00,19:00-22:00",48.8886675,2.3218084
Bao Bao,Rue Alexandre Dumas 75011,chinese,"Mo-Sa 11:30-15:00,18:30-23:00",48.8528111,2.3892705
Les Saveurs du Maroc,Rue Rouelle 75015,marocaine,"Tu-Su 12:00-14:30, Tu-Su 19:00-23:00",48.849377,2.2901556
K'S Roll,Boulevard de Rochechouart 75009,sushi,Mo-Sa 09:00-18:00,48.8808796,2.3463302
Pizza di Gio,Rue du Cherche-Midi 75006,pizza,"12:00-14:30,19:00-22:15",48.8494153,2.3260058
Racine des Prés,Rue de Gribeauval 75007,french,"Mo-Fr 12:00-14:00,19:30-21:45",48.8561441,2.3269901
Tamada,Boulevard Saint-Michel,georgian,"Mo-Su 12:00-15:00,19:00-23:00",48.8411232,2.3376884
Mamma,Rue Oberkampf 75011,pizza;pasta;italian,"Mo-We 12:00-15:00,18:00-23:00; Th 12:00-15:00,18:00-24:00; Fr-Sa 12:00-24:00; Su 12:00-23:00",48.8654822,2.3770317
James Bun,Rue Oberkampf 75011,asian,Mo-Su 12:00-23:00,48.8661966,2.380016
Café Limo,Place Gustave Toudouze 75009,italian,Mo-Su 10:00-24:00,48.8795353,2.337468
La Lasagneria,Rue Pierre Fontaine 75009,italian,Tu-Sa 19:00-23:00,48.8810683,2.3346928
Bululu Arepera,Rue de la Fontaine du But 75018,latin_american;venezuelian,"Mo-Su 12:00-23:00,08:00-18:00",48.8910056,2.339645
Trois Fois Plus de Piment,Rue Frédéric Sauton 75005,asian;chinese,"Tu-Su 12:00-15:00, 19:00-23:00",48.8507042,2.3490825
Phô Neuf,Rue de Maubeuge 75009,chinese;vietnamese,"Tu-Su 12:00-14:30,18:30-22:30",48.877757,2.3435552
La Bibimerie,Rue Lucien Sampaix 75010,korean,"Mo-Fr 12:00-15:00; Tu-Fr 19:00-22:00; Sa 12:30-15:30, 19:30-22:30",48.8708064,2.3596269
Côme Bourse,Rue de la Bourse 75002,bowl;pita,Mo-Su 10:00-15:15; Sa-Su off,48.8695214,2.3389989
Alfredo Positano,Rue de Boulainvilliers 75016,italian,12:00-14:30;19:00-22:30,48.8518535,2.2772323
Le Petit Châtelet,Rue de la Bûcherie,french,"Mo-Su 12:00-14:30,19:00-22:45",48.8526239,2.3470368
Les Piplettes,Rue Laffitte 75009,arab,"Tu-Th 12:00-15:00; Fr-Sa 12:00-15:00, 19:30-22:00",48.8753137,2.3384016
Do Brasil,Rue Ganneron 75018,brazilian,Tu-Sa 11:00-22:00,48.8864461,2.3274233
Mme Shawn,Rue Yves Toudic 75010,thai,"Mo-Su 12:00-15:00, Su-Th 19:30-23:00, Fr-Sa 19:30-23:30",48.8711867,2.3629221
La Bringue,Rue Yves Toudic 75010,french,"Mo-Su 12:00-15:00, Mo-Su 17:00-01:30",48.8714205,2.3623944
